,attachments,bot_id,comment,display_as_bot,edited,file,inviter,is_intro,is_multiteam,is_thread_broadcast,item,item_type,last_read,name,new_broadcast,old_name,parent_user_id,pinned_to,plain_text,purpose,reactions,replies,reply_count,root,slog_is_mpdm,slog_is_self_dm,slog_is_shared,slog_is_slackbot_dm,subscribed,subtype,text,thread_ts,timestamp,ts,type,unread_count,upload,upload_reply_to,user,username
747,,,,,"{u'user': u'U365TCNH3', u'ts': u'1487790548.000000'}",,,,,,,,,,,,,,,,,,,,,,,,,,"svn is another version control system like gitâ€” and to my knowledge, thereâ€™s no simple way to clone a sub-directory within a repo using git
this method is a little hack-y, but works quickly for our purposes :slightly_smiling_face:",,,"Wednesday, 22 February 2017",message,,,,U365TCNH3,
748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"from there, if you want to get updates (like git pull), you can do `svn update` in the directory you cloned :slightly_smiling_face:",,,"Wednesday, 22 February 2017",message,,,,U365TCNH3,
749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<@U3PPCPC1K> <@U3H8AKK5K> :point_up:,,,"Wednesday, 22 February 2017",message,,,,U365TCNH3,
750,,,,,,,,,,,,,,,,,,,,,"[{u'count': 5, u'name': u'+1', u'users': [u'U3H8AKK5K', u'U3ND5SKJ4', u'U3Q82DWV9', u'U3GD4QSGG', u'U3QFYFMB8']}]",,,,,,,,,,"Hi!
Hereâ€™s a hack to clone a subdirectory/file to your local machine.
Say I want this folder:
`<https://github.com/zipfian/DSI_Lectures/tree/master/topicmodeling/cary_goltermann>`
You can use `svn`
`svn checkout <https://github.com/zipfian/DSI_Lectures/trunk/topicmodeling/cary_goltermann>` in the directory you want
Notice you need to change `tree/master` to `trunk`",,,"Wednesday, 22 February 2017",message,,,,U365TCNH3,
751,,,,0,,"{u'reactions': [{u'count': 4, u'name': u'joy', u'users': [u'U3P1FCSTT', u'U3NUVB29W', u'U3P7WHB9T', u'U3GD4QSGG']}], u'image_exif_rotation': 1, u'filetype': u'png', u'channels': [], u'display_as_bot': False, u'id': u'F489VU3PS', u'size': 79407, u'original_h': 279, u'thumb_360_w': 287, u'title': u'Pasted image at 2017 02 22 10 54 AM', u'url_private': u'https://files.slack.com/files-pri/T1T555TL0-F489VU3PS/pasted_image_at_2017_02_22_10_54_am.png', u'thumb_360': u'https://files.slack.com/files-tmb/T1T555TL0-F489VU3PS-3839f25975/pasted_image_at_2017_02_22_10_54_am_360.png', u'thumb_64': u'https://files.slack.com/files-tmb/T1T555TL0-F489VU3PS-3839f25975/pasted_image_at_2017_02_22_10_54_am_64.png', u'ims': [], u'thumb_80': u'https://files.slack.com/files-tmb/T1T555TL0-F489VU3PS-3839f25975/pasted_image_at_2017_02_22_10_54_am_80.png', u'thumb_360_h': 279, u'external_type': u'', u'username': u'', u'timestamp': 1487789679, u'public_url_shared': False, u'editable': False, u'thumb_160': u'https://files.slack.com/files-tmb/T1T555TL0-F489VU3PS-3839f25975/pasted_image_at_2017_02_22_10_54_am_160.png', u'url_private_download': u'https://files.slack.com/files-pri/T1T555TL0-F489VU3PS/download/pasted_image_at_2017_02_22_10_54_am.png', u'user': u'U365TCNH3', u'groups': [u'G34LMLH32'], u'is_public': False, u'pretty_type': u'PNG', u'is_external': False, u'mimetype': u'image/png', u'permalink_public': u'https://slack-files.com/T1T555TL0-F489VU3PS-2b07bd0cab', u'permalink': u'https://gstudents.slack.com/files/j/F489VU3PS/pasted_image_at_2017_02_22_10_54_am.png', u'name': u'Pasted image at 2017_02_22 10_54 AM.png', u'created': 1487789679, u'original_w': 287, u'comments_count': 0, u'mode': u'hosted'}",,,,,,,,,,,,,,,,,,,,,,,,file_share,<@U365TCNH3|j> uploaded a file: <https://gstudents.slack.com/files/j/F489VU3PS/pasted_image_at_2017_02_22_10_54_am.png|Pasted image at 2017 02 22 10 54 AM>,,,"Wednesday, 22 February 2017",message,,1,,U365TCNH3,j
752,,,,,"{u'user': u'U365TCNH3', u'ts': u'1487787752.000000'}",,,,,,,,,,,,,,,,,,,,,,,,,,nice! thatâ€™s clever to do it with the playing cards. the music is kind of funny. :slightly_smiling_face:,,,"Wednesday, 22 February 2017",message,,,,U365TCNH3,
753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a nice short video about k-means,,,"Wednesday, 22 February 2017",message,,,,U3H8AKK5K,
754,"[{u'thumb_height': 360, u'thumb_url': u'https://i.ytimg.com/vi/zHbxbb2ye3E/hqdefault.jpg', u'thumb_width': 480, u'title': u'K-means Algorithm Demo', u'service_name': u'YouTube', u'author_link': u'https://www.youtube.com/channel/UCRoyp6uD88UAFIjbEc4IcIA', u'video_html_width': 400, u'author_name': u'Ying Zheng', u'title_link': u'https://www.youtube.com/watch?v=zHbxbb2ye3E', u'video_html': u'<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/zHbxbb2ye3E?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allowfullscreen></iframe>', u'video_html_height': 225, u'service_url': u'https://www.youtube.com/', u'from_url': u'https://www.youtube.com/watch?v=zHbxbb2ye3E', u'fallback': u'YouTube Video: K-means Algorithm Demo', u'service_icon': u'https://a.slack-edge.com/2089/img/unfurl_icons/youtube.png', u'id': 1}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<https://www.youtube.com/watch?v=zHbxbb2ye3E>,,,"Wednesday, 22 February 2017",message,,,,U3H8AKK5K,
755,,,,0,,"{u'thumb_480_w': 480, u'reactions': [{u'count': 2, u'name': u'hamster_dance', u'users': [u'U3NUVB29W', u'U3GD4QSGG']}], u'image_exif_rotation': 1, u'filetype': u'png', u'thumb_480': u'https://files.slack.com/files-tmb/T1T555TL0-F489FU10R-982bddf32f/screen_shot_2017-02-22_at_9.45.16_am_480.png', u'display_as_bot': False, u'id': u'F489FU10R', u'thumb_480_h': 136, u'original_h': 287, u'thumb_360_w': 360, u'title': u'Screen Shot 2017-02-22 at 9.45.16 AM', u'url_private': u'https://files.slack.com/files-pri/T1T555TL0-F489FU10R/screen_shot_2017-02-22_at_9.45.16_am.png', u'thumb_720_h': 204, u'thumb_360': u'https://files.slack.com/files-tmb/T1T555TL0-F489FU10R-982bddf32f/screen_shot_2017-02-22_at_9.45.16_am_360.png', u'thumb_64': u'https://files.slack.com/files-tmb/T1T555TL0-F489FU10R-982bddf32f/screen_shot_2017-02-22_at_9.45.16_am_64.png', u'ims': [], u'thumb_720_w': 720, u'thumb_80': u'https://files.slack.com/files-tmb/T1T555TL0-F489FU10R-982bddf32f/screen_shot_2017-02-22_at_9.45.16_am_80.png', u'thumb_360_h': 102, u'size': 335392, u'external_type': u'', u'username': u'', u'timestamp': 1487785551, u'public_url_shared': False, u'editable': False, u'thumb_160': u'https://files.slack.com/files-tmb/T1T555TL0-F489FU10R-982bddf32f/screen_shot_2017-02-22_at_9.45.16_am_160.png', u'url_private_download': u'https://files.slack.com/files-pri/T1T555TL0-F489FU10R/download/screen_shot_2017-02-22_at_9.45.16_am.png', u'user': u'U365TCNH3', u'groups': [u'G34LMLH32'], u'thumb_960': u'https://files.slack.com/files-tmb/T1T555TL0-F489FU10R-982bddf32f/screen_shot_2017-02-22_at_9.45.16_am_960.png', u'is_public': False, u'pretty_type': u'PNG', u'is_external': False, u'mimetype': u'image/png', u'permalink_public': u'https://slack-files.com/T1T555TL0-F489FU10R-e59452b957', u'permalink': u'https://gstudents.slack.com/files/j/F489FU10R/screen_shot_2017-02-22_at_9.45.16_am.png', u'name': u'Screen Shot 2017-02-22 at 9.45.16 AM.png', u'created': 1487785551, u'thumb_960_h': 271, u'original_w': 1015, u'thumb_960_w': 960, u'comments_count': 0, u'mode': u'hosted', u'thumb_720': u'https://files.slack.com/files-tmb/T1T555TL0-F489FU10R-982bddf32f/screen_shot_2017-02-22_at_9.45.16_am_720.png', u'channels': []}",,,,,,,,,,,,,,,,,,,,,,,,file_share,<@U365TCNH3|j> uploaded a file: <https://gstudents.slack.com/files/j/F489FU10R/screen_shot_2017-02-22_at_9.45.16_am.png|Screen Shot 2017-02-22 at 9.45.16 AM>,,,"Wednesday, 22 February 2017",message,,1,,U365TCNH3,j
756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hey guys Iâ€™have been trying Freshly as a healthy replacement to sandwiches/junk food and I think it is really awesome (feel free to have a look in the top shelf of the fridge).
=&gt; if you guys want to try here is a link for a 50% discount for you (and 20% for me :slightly_smiling_face: )
<https://refer.freshly.com/s/h6eer>",,,"Wednesday, 22 February 2017",message,,,,U3QFYFMB8,
757,,,,,,,U3F1AHRHT,,,,,,,,,,,,,,,,,,,,,,,group_join,<@U33A36HNU|joannashea> has joined the group,,,"Wednesday, 22 February 2017",message,,,,U33A36HNU,
758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<@U33A36HNU>,,,"Wednesday, 22 February 2017",message,,,,U3F1AHRHT,
759,,,,,,,,,,,,,,,,,,,,,"[{u'count': 5, u'name': u'+1', u'users': [u'U3NGA49SR', u'U3H4FK351', u'U365TCNH3', u'U3PPCPC1K', u'U3NUVB29W']}]",,,,,,,,,,"<!channel> - if anyone would like some 1:1 time for CS (talk about resumes, networking, target companies, informational interviews, or whateverâ€™s bothering you!), please sign up here for Thursday and Friday this week: <https://docs.google.com/a/galvanize.com/document/d/1TJjk9jbnv4AennYakN0wFVl3AxXYnYgSRt5wOOnBYvc/edit?usp=sharing>",,,"Wednesday, 22 February 2017",message,,,,U36C8HHU3,
760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Many of us including the cool kids are getting food and you are all invited.  ,,,"Wednesday, 22 February 2017",message,,,,U3PNWUG2J,
761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> please remember to submit your updated resumes through this link: <https://learn.galvanize.com/content/gSchool/dsi-schedule/17-01-DS-SF/01-career-services-schedule.md> â€” due TODAY! Thanks :smile:,,,"Wednesday, 22 February 2017",message,,,,U36C8HHU3,
762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usual rule is that the last group in the classroom goes first. ^^,,,"Wednesday, 22 February 2017",message,,,,U1UC9NH9Q,
763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> 10 mins till presentation time. Prepare to be herded,,,"Wednesday, 22 February 2017",message,,,,U1UCK7AAW,
764,,,,,,,,,,,,,,,,,,,,,"[{u'count': 1, u'name': u'+1', u'users': [u'U1VA45RE2']}, {u'count': 2, u'name': u'kirby', u'users': [u'U365TCNH3', u'U3KBWD3CY']}, {u'count': 1, u'name': u'closed_umbrella', u'users': [u'U3HML0DHN']}]",,,,,,,,,,"<!channel> Your presentation should include the error your best model gets on the test set. (Note: this means you shouldnâ€™t have been using the test set all along, in addition, you shouldnâ€™t run this more than once.)",,,"Tuesday, 21 February 2017",message,,,,U1UCK7AAW,
765,,,,,,,,,,,,,,,,,,,,,"[{u'count': 1, u'name': u'kirby', u'users': [u'U365TCNH3']}]",,,,,,,,,,<!channel> 1.5 hours away from presentation. You should definitely be thinking about how to answer the questions at the bottom of the directions and working on how youâ€™re going to tell the story of the insights you found in the data,,,"Tuesday, 21 February 2017",message,,,,U1UCK7AAW,
766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"oh, i think maybe i figured it out",,,"Tuesday, 21 February 2017",message,,,,U365TCNH3,
767,,,,,"{u'user': u'U365TCNH3', u'ts': u'1487704607.000000'}",,,,,,,,,,,,,,,,,,,,,,,,,,"<@U1UCK7AAW> 
I tried stashing my changes for my jupyter notebook to pull down changes from another group member, but canâ€™t get the stashed changes appliedâ€¦ any possibly suggestions? 
i.e. lost all my work, plzhalp if possible",,,"Tuesday, 21 February 2017",message,,,,U365TCNH3,
768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"If you have any major questions before submitting, feel free to ping me on Slack, and we can set up a quick call or 1:1. I will be setting up 1:1s with everyone after your break!",,,"Tuesday, 21 February 2017",message,,,,U36C8HHU3,
769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hello everyone! Great day - you can submit your first careers assignment in Learn! Here is the link for the second version of your resumes: <https://learn.galvanize.com/content/gSchool/dsi-schedule/17-01-DS-SF/01-career-services-schedule.md>,,,"Tuesday, 21 February 2017",message,,,,U36C8HHU3,
770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<@U253BP9K7>  Thank you for your support and teaching! We will miss you! Good luck to your new adventure!,,,"Tuesday, 21 February 2017",message,,,,U3GD4QSGG,
771,,,,,,,,,,,,,,,,,,,,,"[{u'count': 1, u'name': u'disappointed_relieved', u'users': [u'U3PNWUG2J']}, {u'count': 2, u'name': u'heart', u'users': [u'U28SL7CLR', u'U1VA45RE2']}]",,,,,,,,,,"<@U253BP9K7> your support and wisdom are going to be very sorely missed at Galvanize! Your new company is very lucky to have you, and please do not be a stranger- our community doesn't end at our doors, and we would love to see you in the future as a speaker once things get settled. Onwards!",,,"Tuesday, 21 February 2017",message,,,,U3F1AHRHT,
772,,,,,,,,,,,,,,,,,,,,,"[{u'count': 1, u'name': u'joy', u'users': [u'U1UC9NH9Q']}, {u'count': 1, u'name': u'cookie', u'users': [u'U1UBYJQM6']}]",,,,,,,,,,"P([Jeff, Jeff, x] AND [Jon, John, John] AND [Chris, Chris, y]) = ? (I'm on to you, <@U1UCK7AAW>)",,,"Tuesday, 21 February 2017",message,,,,U23AJNHEY,
773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"weird. i donâ€™t have that. thanks, <@U3H4FK351> :slightly_smiling_face:",,,"Tuesday, 21 February 2017",message,,,,U365TCNH3,
774,,,,0,,"{u'thumb_480_w': 480, u'image_exif_rotation': 1, u'initial_comment': {u'comment': u'I clicked the arrow to the left of the data folder and found each file. 
The direct links should be:
<https://learn.galvanize.com/content/gSchool/dsi-curriculum/master/case-studies/ml-case-study/data/churn.csv>
<https://learn.galvanize.com/content/gSchool/dsi-curriculum/master/case-studies/ml-case-study/data/churn_train.csv>
<https://learn.galvanize.com/content/gSchool/dsi-curriculum/master/case-studies/ml-case-study/data/churn_test.csv>', u'created': 1487697812, u'timestamp': 1487697812, u'is_intro': True, u'user': u'U3H4FK351', u'id': u'Fc47M7QLAU', u'channel': u''}, u'filetype': u'png', u'thumb_480': u'https://files.slack.com/files-tmb/T1T555TL0-F493HMBAB-2d5b75116e/screen_shot_2017-02-21_at_9.21.02_am_480.png', u'display_as_bot': False, u'id': u'F493HMBAB', u'thumb_480_h': 280, u'original_h': 374, u'thumb_360_w': 360, u'title': u'@j', u'url_private': u'https://files.slack.com/files-pri/T1T555TL0-F493HMBAB/screen_shot_2017-02-21_at_9.21.02_am.png', u'thumb_360': u'https://files.slack.com/files-tmb/T1T555TL0-F493HMBAB-2d5b75116e/screen_shot_2017-02-21_at_9.21.02_am_360.png', u'thumb_64': u'https://files.slack.com/files-tmb/T1T555TL0-F493HMBAB-2d5b75116e/screen_shot_2017-02-21_at_9.21.02_am_64.png', u'ims': [], u'thumb_80': u'https://files.slack.com/files-tmb/T1T555TL0-F493HMBAB-2d5b75116e/screen_shot_2017-02-21_at_9.21.02_am_80.png', u'thumb_360_h': 210, u'size': 34274, u'external_type': u'', u'username': u'', u'timestamp': 1487697812, u'public_url_shared': False, u'editable': False, u'thumb_160': u'https://files.slack.com/files-tmb/T1T555TL0-F493HMBAB-2d5b75116e/screen_shot_2017-02-21_at_9.21.02_am_160.png', u'url_private_download': u'https://files.slack.com/files-pri/T1T555TL0-F493HMBAB/download/screen_shot_2017-02-21_at_9.21.02_am.png', u'user': u'U3H4FK351', u'groups': [u'G34LMLH32'], u'is_public': False, u'pretty_type': u'PNG', u'is_external': False, u'mimetype': u'image/png', u'permalink_public': u'https://slack-files.com/T1T555TL0-F493HMBAB-2288d1baaf', u'permalink': u'https://gstudents.slack.com/files/alexheman/F493HMBAB/screen_shot_2017-02-21_at_9.21.02_am.png', u'name': u'Screen Shot 2017-02-21 at 9.21.02 AM.png', u'created': 1487697812, u'original_w': 642, u'comments_count': 1, u'mode': u'hosted', u'channels': []}",,,,,,,,,,,,,,,,,,,,,,,,file_share,"<@U3H4FK351|alexheman> uploaded a file: <https://gstudents.slack.com/files/alexheman/F493HMBAB/screen_shot_2017-02-21_at_9.21.02_am.png|@j> and commented: I clicked the arrow to the left of the data folder and found each file. 
The direct links should be:
<https://learn.galvanize.com/content/gSchool/dsi-curriculum/master/case-studies/ml-case-study/data/churn.csv>
<https://learn.galvanize.com/content/gSchool/dsi-curriculum/master/case-studies/ml-case-study/data/churn_train.csv>
<https://learn.galvanize.com/content/gSchool/dsi-curriculum/master/case-studies/ml-case-study/data/churn_test.csv>",,,"Tuesday, 21 February 2017",message,,1,,U3H4FK351,alexheman
775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"```Jaga, Jeff, Jeff
Dawn, Jason, Kuan
Jon, John, John, 
Hao, Chris, Chris
Karey, Aymeric, Vince
Koyuki, Apoorv, Hualei
Lihua, Stefan, Alexander
Megan, Nick, Preethi
```",,,"Tuesday, 21 February 2017",message,,,,U1UCK7AAW,
776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jw where to find it,,,"Tuesday, 21 February 2017",message,,,,U365TCNH3,
777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<@U3H4FK351> can you post the link too?,,,"Tuesday, 21 February 2017",message,,,,U365TCNH3,
778,,,,0,,"{u'reactions': [{u'count': 4, u'name': u'+1', u'users': [u'U3NGA49SR', u'U3NUVB29W', u'U3GD4QSGG', u'U365TCNH3']}], u'initial_comment': {u'comment': u'Case Study 2 Files', u'created': 1487697417, u'timestamp': 1487697417, u'is_intro': True, u'user': u'U3H4FK351', u'id': u'Fc47MXB5GR', u'channel': u''}, u'filetype': u'zip', u'channels': [], u'display_as_bot': False, u'id': u'F48AETLJF', u'size': 1229587, u'title': u'Churn.zip', u'url_private': u'https://files.slack.com/files-pri/T1T555TL0-F48AETLJF/churn.zip', u'ims': [], u'external_type': u'', u'username': u'', u'timestamp': 1487697417, u'public_url_shared': False, u'editable': False, u'url_private_download': u'https://files.slack.com/files-pri/T1T555TL0-F48AETLJF/download/churn.zip', u'user': u'U3H4FK351', u'groups': [u'G34LMLH32'], u'is_public': False, u'pretty_type': u'Zip', u'is_external': False, u'mimetype': u'application/zip', u'permalink_public': u'https://slack-files.com/T1T555TL0-F48AETLJF-b03a04b16e', u'permalink': u'https://gstudents.slack.com/files/alexheman/F48AETLJF/churn.zip', u'name': u'Churn.zip', u'created': 1487697417, u'comments_count': 1, u'mode': u'hosted'}",,,,,,,,,,,,,,,,,,,,,,,,file_share,<@U3H4FK351|alexheman> uploaded a file: <https://gstudents.slack.com/files/alexheman/F48AETLJF/churn.zip|Churn.zip> and commented: Case Study 2 Files,,,"Tuesday, 21 February 2017",message,,1,,U3H4FK351,alexheman
779,,,,,,,,,,,,,,,,,,,,,"[{u'count': 1, u'name': u'heart', u'users': [u'U28SL7CLR']}]",,,,,,,,,,<@U253BP9K7> Thank you for all you support! Congratulations and best of luck for you future endeavors! We will miss you here!,,,"Tuesday, 21 February 2017",message,,,,U3P1FCSTT,
780,,,,,,,,,,,,,,,,,,,,,"[{u'count': 1, u'name': u'heart', u'users': [u'U28SL7CLR']}]",,,,,,,,,,<@U253BP9K7> Thanks so much for all of your instruction and support! It was great to get to know you and learn from you. You will be missed here. Best of luck in your next endeavor! They are lucky to have you!,,,"Tuesday, 21 February 2017",message,,,,U365TCNH3,
781,,,,,,,,,,,,,,,,,,,,,"[{u'count': 6, u'name': u'hearts', u'users': [u'U26GKQDUJ', u'U3H4FK351', u'U365TCNH3', u'U3NGA49SR', u'U3GD4QSGG', u'U28SL7CLR']}]",,,,,,,,,,"I have enjoyed working with you, but am now moving on to another company.
I will miss witnessing and trying to facilitate your rapid rate of learning, especially as you move on to your individual research project and job searches.
If you need to get in touch with me, you can email me at <mailto:chrisoverton@yahoo.com|chrisoverton@yahoo.com> (or locate my phone# if needed.)
Best wishes to all of you!
-Chris",,,"Tuesday, 21 February 2017",message,,,,U253BP9K7,
782,"[{u'channel_name': u'sf_ds_g35', u'is_msg_unfurl': True, u'text': u'Pretty cool resource for some awesome open source machine learning datasets: <https://medium.com/startup-grind/fueling-the-ai-gold-rush-7ae438505bc2#.3ga5v8f3o>', u'author_link': u'https://gstudents.slack.com/team/chris.duze', u'ts': u'1487648660.000517', u'author_name': u'Chris Van Dusen', u'channel_id': u'G34LMLH32', u'mrkdwn_in': [u'text'], u'author_subname': u'chris.duze', u'fallback': u'[February 20th, 2017 7:44 PM] chris.duze: Pretty cool resource for some awesome open source machine learning datasets: <https://medium.com/startup-grind/fueling-the-ai-gold-rush-7ae438505bc2#.3ga5v8f3o>', u'author_icon': u'https://secure.gravatar.com/avatar/a1f8ddd25227ff99c83a05bc71136507.jpg?s=48&d=https%3A%2F%2Fa.slack-edge.com%2F66f9%2Fimg%2Favatars%2Fava_0007-48.png'}]",,,,,,,,,,,G,,,,,,,,,,,,,,,,,,pinned_item,<@U3Q82DWV9|mororke> pinned a message to this channel.,,,"Tuesday, 21 February 2017",message,,,,U3Q82DWV9,
783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!channel>! Get your celebration hats on. Another campus update below: 
Really, truly, this time.
Galvanize will re-open with 24/7 fob access for members, students, and staff beginning at 7am Tuesday, February 21.  Galvanize doors will unlock for guests at 8am tomorrow.
The construction company has completed the repairs necessary to permit re-entry onto the campus, and their work has been signed off by the the SF Building Inspector's office and SF's Office of Emergency Management.  Tehama St has reopened as of 8pm tonight and there is no longer any police presence at the site or on Tehama.  You are welcome to enter through either side of the building.
Thank you for your patience and flexibility during this evacuation. Though frustrating and disruptive, the priority was on the safety of our community members, and the prompt reoccupation of the building. We are excited to have you all back on campus!
",,,"Tuesday, 21 February 2017",message,,,,U3F1AHRHT,
784,"[{u'image_bytes': 149254, u'title': u'Fueling the Gold Rush: The Greatest Public Datasets for AI â€“ Startup Grind', u'fields': [{u'short': True, u'value': u'7 min read', u'title': u'Reading time'}], u'ts': 1486823520, u'title_link': u'https://medium.com/startup-grind/fueling-the-ai-gold-rush-7ae438505bc2#.3ga5v8f3o', u'image_height': 250, u'image_url': u'https://cdn-images-1.medium.com/max/1200/1*onYwWLVWhX-QqkNoxV537A.jpeg', u'image_width': 344, u'service_name': u'Medium', u'from_url': u'https://medium.com/startup-grind/fueling-the-ai-gold-rush-7ae438505bc2#.3ga5v8f3o', u'fallback': u'Medium: Fueling the Gold Rush: The Greatest Public Datasets for AI â€“ Startup Grind', u'service_icon': u'https://cdn-images-1.medium.com/fit/c/152/152/1*OPTSKKF9tPHyxLnzb8kL8g.png', u'text': u'It has never been easier to build AI or machine learning-based systems than it is today. The ubiquity of cutting edge open-source toolsâ€¦', u'id': 1}]",,,,,,,,,,,,,,,,,[G34LMLH32],,,"[{u'count': 1, u'name': u'+1', u'users': [u'U3NUVB29W']}]",,,,,,,,,,Pretty cool resource for some awesome open source machine learning datasets: <https://medium.com/startup-grind/fueling-the-ai-gold-rush-7ae438505bc2#.3ga5v8f3o>,,,"Tuesday, 21 February 2017",message,,,,U3ND5SKJ4,
785,,,,,"{u'user': u'U3Q82DWV9', u'ts': u'1487642068.000000'}",,,,,,,,,,,,,,,,,,,,,,,,,,Thanks for the update <@U3F1AHRHT> ! <@U1UCK7AAW> Schedule question. The neural nets lecture - what day and time is that happening? It originally said Weds on Learn but now says Tues: <https://learn.galvanize.com/content/gSchool/dsi-curriculum/master/00-schedule.md>. A start and end time would be very helpful as well. I'm trying to plan a few networking lunches for break week. Would be good to know if we need to block off the whole day for a lecture + labs. Thanks!,,,"Tuesday, 21 February 2017",message,,,,U3Q82DWV9,
786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hey <!channel> people. Update below:
In an abundance of caution, the construction company is seeking to complete additional planned work before we reoccupy the building.  We have re-locked the campus to give them this time, and currently plan to reopen tomorrow morning.
Apologies for the tease -- we hope to be back in business by morning.  I will send an additional communication when we are cleared (again). 
Thank you for your patience.
",,,"Monday, 20 February 2017",message,,,,U3F1AHRHT,
787,,,,,,,,,,,,,,,,,,,,,"[{u'count': 1, u'name': u'hula', u'users': [u'U365TCNH3']}, {u'count': 1, u'name': u'aw_yeah', u'users': [u'U3GEBV00H']}, {u'count': 1, u'name': u'bananadance', u'users': [u'U3NGA49SR']}, {u'count': 1, u'name': u'+1', u'users': [u'U3QFYFMB8']}, {u'count': 1, u'name': u'parrot_fiestaparrot', u'users': [u'U3QFYFMB8']}, {u'count': 1, u'name': u'hamster_dance', u'users': [u'U3KBWD3CY']}, {u'count': 1, u'name': u'nerd_face', u'users': [u'U3GPHKJR1']}, {u'count': 1, u'name': u'hankey', u'users': [u'U3GPHKJR1']}, {u'count': 1, u'name': u'worm', u'users': [u'U3GPHKJR1']}, {u'count': 1, u'name': u'badger3', u'users': [u'U3GD4QSGG']}]",,,,,,,,,,"<!channel> Good morning, Galvanize Community -- great news!
The evacuation order on 44 Tehama has been lifted by the City's Office of Emergency Management and we are able to re-occupy the building at this time. This decision is subject to police approval onsite -- please follow police instructions if there are officers on the scene
*The Tehama St. entrance remains locked. Please enter and exit through 543 Howard St.*
As a reminder, due to the President's Day holiday, no Galvanize staff is onsite today. 
Welcome back!",,,"Monday, 20 February 2017",message,,,,U3F1AHRHT,
788,,,,,,,,,,,,,,,,,U3GD4QSGG,,,,,,,,,,,,,,So cool!,1487209333,,"Monday, 20 February 2017",message,,,,U365TCNH3,
789,,,,,,,,,,,,,,,,,U3GD4QSGG,,,,,,,,,,,,,,"Yes.  They didn't use fancy algorithms,  just simple logistic regression to solve parking prediction problems.  That's really cool!:slightly_smiling_face:",1487209333,,"Monday, 20 February 2017",message,,,,U3GD4QSGG,
790,,,,,,,,,,,,,,,,,U3GD4QSGG,,,,,,,,,,,,,,lihua: I really like the model selection section. cool to see logistic regression being used and the reasons why,1487209333,,"Monday, 20 February 2017",message,,,,U365TCNH3,
791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Great! Thanks, <@U253BP9K7> !
And thanks for the update, <@U3F1AHRHT> !",,,"Monday, 20 February 2017",message,,,,U365TCNH3,
792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hey <!channel>- reminder that the building is still closed today. If you have personal items that you need to retrieve, you can get them by meeting a security guard on the Howard side from 7a-12m today. I'm hoping we're open tomorrow! I'll be sending you an update once I know for sure. Stay dry!",,,"Monday, 20 February 2017",message,,,,U3F1AHRHT,
793,,,,,,,,,,,,,,,,,,,,,"[{u'count': 1, u'name': u'+1', u'users': [u'U365TCNH3']}]",,,,,,,,,,"Regarding project ideas: there will be a formal deadline for the 'final' project proposal, but in real life, some of you will end up having to pivot after that (which of course, we'll try to avoid.) Stay tuned until Tuesday for schedules of when first discussions occur.",,,"Monday, 20 February 2017",message,,,,U253BP9K7,
794,,,,,,,,,,,,,,,,,,,,,"[{u'count': 2, u'name': u'point_up::skin-tone-3', u'users': [u'U3Q82DWV9', u'U3PNWUG2J']}]",,,,,,,,,,"Awesome! Thanks, Chris!
Wondering...when do we have to submit our project idea formally for review? ",,,"Sunday, 19 February 2017",message,,,,U365TCNH3,
